meter_id,timestamp,consumption_kwh,status
DE_1000,2026-06-04 07:00:00,0.267,valid
DE_1000,2026-06-04 07:15:00,0.364,valid
DE_1000,2026-06-04 07:30:00,0.39,valid
DE_1000,2026-06-04 07:45:00,0.42,valid
DE_1000,2026-06-04 08:00:00,0.39,valid
DE_1000,2026-06-04 08:15:00,0.197,valid
DE_1000,2026-06-04 08:30:00,0.338,valid
DE_1000,2026-06-04 08:45:00,0.204,valid
DE_1000,2026-06-04 09:00:00,0.356,valid
DE_1000,2026-06-04 09:15:00,0.288,valid
DE_1000,2026-06-04 09:30:00,0.218,valid
DE_1000,2026-06-04 09:45:00,0.375,valid
DE_1000,2026-06-04 10:00:00,0.282,valid
DE_1000,2026-06-04 10:15:00,0.155,valid
DE_1000,2026-06-04 10:30:00,0.265,valid
DE_1000,2026-06-04 10:45:00,0.213,valid
DE_1000,2026-06-04 11:00:00,0.231,valid
DE_1000,2026-06-04 11:15:00,0.202,valid
DE_1000,2026-06-04 11:30:00,0.294,valid
DE_1000,2026-06-04 11:45:00,0.154,valid
DE_1000,2026-06-04 12:00:00,0.216,valid
DE_1000,2026-06-04 12:15:00,0.291,valid
DE_1000,2026-06-04 12:30:00,0.159,valid
DE_1000,2026-06-04 12:45:00,0.211,valid
DE_1000,2026-06-04 13:00:00,0.235,valid
DE_1000,2026-06-04 13:15:00,0.191,valid
DE_1000,2026-06-04 13:30:00,0.257,valid
DE_1000,2026-06-04 13:45:00,0.23,valid
DE_1000,2026-06-04 14:00:00,0.203,valid
DE_1000,2026-06-04 14:15:00,0.338,valid
DE_1000,2026-06-04 14:30:00,0.29,valid
DE_1000,2026-06-04 14:45:00,0.242,valid
DE_1000,2026-06-04 15:00:00,0.243,valid
DE_1000,2026-06-04 15:15:00,0.236,valid
DE_1000,2026-06-04 15:30:00,0.337,valid
DE_1000,2026-06-04 15:45:00,0.268,valid
DE_1000,2026-06-04 16:00:00,0.323,valid
DE_1000,2026-06-04 16:15:00,0.291,valid
DE_1000,2026-06-04 16:30:00,0.331,valid
DE_1000,2026-06-04 16:45:00,0.294,valid
DE_1000,2026-06-04 17:00:00,0.363,valid
DE_1000,2026-06-04 17:15:00,0.316,valid
DE_1000,2026-06-04 17:30:00,0.366,valid
DE_1000,2026-06-04 17:45:00,0.359,valid
DE_1000,2026-06-04 18:00:00,0.344,valid
DE_1000,2026-06-04 18:15:00,0.307,valid
DE_1000,2026-06-04 18:30:00,0.303,valid
DE_1000,2026-06-04 18:45:00,0.313,valid
DE_1000,2026-06-04 19:00:00,0.326,valid
DE_1000,2026-06-04 19:15:00,0.418,valid
DE_1000,2026-06-04 19:30:00,0.373,valid
DE_1000,2026-06-04 19:45:00,0.454,valid
DE_1000,2026-06-04 20:00:00,0.514,valid
DE_1000,2026-06-04 20:15:00,0.401,valid
DE_1000,2026-06-04 20:30:00,0.323,valid
DE_1000,2026-06-04 20:45:00,0.381,valid
DE_1000,2026-06-04 21:00:00,0.421,valid
DE_1000,2026-06-04 21:15:00,0.351,valid
DE_1000,2026-06-04 21:30:00,0.412,valid
DE_1000,2026-06-04 21:45:00,0.439,valid
DE_1000,2026-06-04 22:00:00,0.427,valid
DE_1000,2026-06-04 22:15:00,0.412,valid
DE_1000,2026-06-04 22:30:00,0.412,valid
DE_1000,2026-06-04 22:45:00,0.539,valid
DE_1000,2026-06-04 23:00:00,0.467,valid
DE_1000,2026-06-04 23:15:00,0.434,valid
DE_1000,2026-06-04 23:30:00,0.456,valid
DE_1000,2026-06-04 23:45:00,0.523,valid
DE_1000,2026-06-05 00:00:00,0.466,valid
DE_1000,2026-06-05 00:15:00,0.524,valid
DE_1000,2026-06-05 00:30:00,0.536,valid
DE_1000,2026-06-05 00:45:00,0.537,valid
DE_1000,2026-06-05 01:00:00,0.545,valid
DE_1000,2026-06-05 01:15:00,0.447,valid
DE_1000,2026-06-05 01:30:00,0.532,valid
DE_1000,2026-06-05 01:45:00,0.435,valid
DE_1000,2026-06-05 02:00:00,0.43,valid
DE_1000,2026-06-05 02:15:00,0.51,valid
DE_1000,2026-06-05 02:30:00,0.491,valid
DE_1000,2026-06-05 02:45:00,0.45,valid
DE_1000,2026-06-05 03:00:00,0.365,valid
DE_1000,2026-06-05 03:15:00,0.453,valid
DE_1000,2026-06-05 03:30:00,0.393,valid
DE_1000,2026-06-05 03:45:00,0.379,valid
DE_1000,2026-06-05 04:00:00,0.368,valid
DE_1000,2026-06-05 04:15:00,0.412,valid
DE_1000,2026-06-05 04:30:00,0.294,valid
DE_1000,2026-06-05 04:45:00,0.418,valid
DE_1000,2026-06-05 05:00:00,0.384,valid
DE_1000,2026-06-05 05:15:00,0.346,valid
DE_1000,2026-06-05 05:30:00,0.427,valid
DE_1000,2026-06-05 05:45:00,0.406,valid
DE_1000,2026-06-05 06:00:00,0.32,valid
DE_1000,2026-06-05 06:15:00,0.316,valid
DE_1000,2026-06-05 06:30:00,0.385,valid
DE_1000,2026-06-05 06:45:00,0.274,valid
DE_1000,2026-06-05 07:00:00,0.308,valid
DE_1000,2026-06-05 07:15:00,0.293,valid
DE_1000,2026-06-05 07:30:00,0.328,valid
DE_1000,2026-06-05 07:45:00,0.336,valid
DE_1000,2026-06-05 08:00:00,0.302,valid
DE_1000,2026-06-05 08:15:00,0.357,valid
DE_1000,2026-06-05 08:30:00,0.311,valid
DE_1000,2026-06-05 08:45:00,0.284,valid
DE_1000,2026-06-05 09:00:00,0.214,valid
DE_1000,2026-06-05 09:15:00,0.311,valid
DE_1000,2026-06-05 09:30:00,0.301,valid
DE_1000,2026-06-05 09:45:00,0.348,valid
DE_1000,2026-06-05 10:00:00,0.213,valid
DE_1000,2026-06-05 10:15:00,0.251,valid
DE_1000,2026-06-05 10:30:00,0.247,valid
DE_1000,2026-06-05 10:45:00,0.246,valid
DE_1000,2026-06-05 11:00:00,0.226,valid
DE_1000,2026-06-05 11:15:00,0.139,valid
DE_1000,2026-06-05 11:30:00,0.266,valid
DE_1000,2026-06-05 11:45:00,0.258,valid
DE_1000,2026-06-05 12:00:00,0.257,valid
DE_1000,2026-06-05 12:15:00,0.312,valid
DE_1000,2026-06-05 12:30:00,0.184,valid
DE_1000,2026-06-05 12:45:00,0.198,valid
DE_1000,2026-06-05 13:00:00,0.225,valid
DE_1000,2026-06-05 13:15:00,0.322,valid
DE_1000,2026-06-05 13:30:00,0.138,valid
DE_1000,2026-06-05 13:45:00,0.249,valid
DE_1000,2026-06-05 14:00:00,0.176,valid
DE_1000,2026-06-05 14:15:00,0.121,valid
DE_1000,2026-06-05 14:30:00,0.149,valid
DE_1000,2026-06-05 14:45:00,0.181,valid
DE_1000,2026-06-05 15:00:00,0.328,valid
DE_1000,2026-06-05 15:15:00,0.232,valid
DE_1000,2026-06-05 15:30:00,0.264,valid
DE_1000,2026-06-05 16:00:00,0.331,valid
DE_1000,2026-06-05 16:15:00,0.245,valid
DE_1000,2026-06-05 16:30:00,0.366,valid
DE_1000,2026-06-05 17:00:00,0.287,valid
DE_1000,2026-06-05 17:15:00,0.331,valid
DE_1000,2026-06-05 17:30:00,0.326,valid
DE_1000,2026-06-05 17:45:00,0.396,valid
DE_1000,2026-06-05 18:00:00,0.356,valid
DE_1000,2026-06-05 18:15:00,0.29,valid
DE_1000,2026-06-05 18:30:00,0.322,valid
DE_1000,2026-06-05 18:45:00,0.321,valid
DE_1000,2026-06-05 19:00:00,0.411,valid
DE_1000,2026-06-05 19:15:00,0.394,valid
DE_1000,2026-06-05 19:30:00,0.369,valid
DE_1000,2026-06-05 19:45:00,0.418,valid
DE_1000,2026-06-05 20:00:00,0.374,valid
DE_1000,2026-06-05 20:15:00,0.393,valid
DE_1000,2026-06-05 20:30:00,0.409,valid
DE_1000,2026-06-05 20:45:00,0.476,valid
DE_1000,2026-06-05 21:00:00,0.42,valid
DE_1000,2026-06-05 21:15:00,0.407,valid
DE_1000,2026-06-05 21:30:00,0.373,valid
DE_1000,2026-06-05 21:45:00,0.459,valid
DE_1000,2026-06-05 22:00:00,0.421,valid
DE_1000,2026-06-05 22:15:00,0.467,valid
DE_1000,2026-06-05 22:45:00,0.502,valid
DE_1000,2026-06-05 23:00:00,0.408,valid
DE_1000,2026-06-05 23:15:00,0.436,valid
DE_1000,2026-06-05 23:30:00,0.528,valid
DE_1000,2026-06-05 23:52:00,0.408,valid
DE_1000,2026-06-06 00:00:00,0.496,valid
DE_1000,2026-06-06 00:15:00,0.504,valid
DE_1000,2026-06-06 00:30:00,0.45,valid
DE_1000,2026-06-06 00:45:00,0.567,valid
DE_1000,2026-06-06 01:00:00,0.55,valid
DE_1000,2026-06-06 01:15:00,0.376,valid
DE_1000,2026-06-06 01:30:00,0.403,valid
DE_1000,2026-06-06 01:45:00,0.515,valid
DE_1000,2026-06-06 02:00:00,0.385,valid
DE_1000,2026-06-06 02:15:00,0.431,valid
DE_1000,2026-06-06 02:30:00,0.456,valid
DE_1000,2026-06-06 02:45:00,0.485,valid
DE_1000,2026-06-06 03:00:00,0.414,valid
DE_1000,2026-06-06 03:15:00,0.43,valid
DE_1000,2026-06-06 03:30:00,0.386,valid
DE_1000,2026-06-06 03:45:00,0.49,valid
DE_1000,2026-06-06 04:00:00,0.375,valid
DE_1000,2026-06-06 04:15:00,0.417,valid
DE_1000,2026-06-06 04:30:00,0.374,valid
DE_1000,2026-06-06 04:45:00,0.405,valid
DE_1000,2026-06-06 05:00:00,0.367,valid
DE_1000,2026-06-06 05:15:00,0.367,valid
DE_1000,2026-06-06 05:30:00,0.324,valid
DE_1000,2026-06-06 05:45:00,0.415,valid
DE_1000,2026-06-06 06:00:00,0.421,valid
DE_1000,2026-06-06 06:15:00,0.362,valid
DE_1000,2026-06-06 06:30:00,0.387,valid
DE_1000,2026-06-06 06:45:00,0.392,valid
DE_1000,2026-06-06 07:00:00,0.371,valid
DE_1000,2026-06-06 07:15:00,0.34,valid
DE_1000,2026-06-06 07:30:00,0.336,valid
DE_1000,2026-06-06 07:45:00,0.368,valid
DE_1000,2026-06-06 08:00:00,0.303,valid
DE_1000,2026-06-06 08:15:00,0.251,valid
DE_1000,2026-06-06 08:30:00,0.301,valid
DE_1000,2026-06-06 08:45:00,0.206,valid
DE_1000,2026-06-06 09:00:00,0.275,valid
DE_1000,2026-06-06 09:15:00,0.296,valid
DE_1000,2026-06-06 09:30:00,0.337,valid
DE_1000,2026-06-06 09:45:00,0.283,valid
DE_1000,2026-06-06 10:00:00,0.296,valid
DE_1000,2026-06-06 10:15:00,0.25,valid
DE_1000,2026-06-06 10:30:00,0.199,valid
DE_1000,2026-06-06 10:45:00,0.179,valid
DE_1000,2026-06-06 11:00:00,0.177,valid
DE_1000,2026-06-06 11:15:00,0.157,valid
DE_1000,2026-06-06 11:30:00,0.257,valid
DE_1000,2026-06-06 11:45:00,0.215,valid
DE_1000,2026-06-06 12:00:00,0.229,valid
DE_1000,2026-06-06 12:15:00,0.204,valid
DE_1000,2026-06-06 12:30:00,0.252,valid
DE_1000,2026-06-06 12:45:00,0.253,valid
DE_1000,2026-06-06 13:00:00,0.193,valid
DE_1000,2026-06-06 13:15:00,0.211,valid
DE_1000,2026-06-06 13:30:00,0.198,valid
DE_1000,2026-06-06 13:45:00,0.144,valid
DE_1000,2026-06-06 14:00:00,0.284,valid
DE_1000,2026-06-06 14:15:00,0.309,valid
DE_1000,2026-06-06 14:30:00,0.25,valid
DE_1000,2026-06-06 14:45:00,0.225,valid
DE_1000,2026-06-06 15:00:00,0.33,valid
DE_1000,2026-06-06 15:15:00,0.158,valid
